reference,country_name,hdi_category,indicator_name,values
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,47.2
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,43.4
,Gabon,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,44.7
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,25.6
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,51.0
,Namibia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,64.5
,Morocco,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,30.9
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,India,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,31.1
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,28.5
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,34.8
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,30.0
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,26.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.5
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,48.3
,Congo,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,27.9
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,40.7
,Nepal,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,40.6
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,36.6
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,35.4
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,40.5
,Haiti,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,47.7
,Sudan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Kenya,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,33.9
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,40.3
,Togo,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Yemen,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,25.9
,Uganda,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,37.7
,Gambia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,37.0
,Senegal,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,33.4
,Eritrea,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Nigeria,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,33.2
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,26.9
,Guinea,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,30.7
,Rwanda,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,38.2
,Angola,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Benin,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.0
,Malawi,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,31.8
,Zambia,LOW HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,38.8
,Côte d'Ivoire,,Share of income or expenditure Richest 10%,34.0
,Burundi,,Share of income or expenditure Richest 10%,32.8
,Congo (Democratic Republic of the),,Share of income or expenditure Richest 10%,..
,Ethiopia,,Share of income or expenditure Richest 10%,25.5
,Chad,,Share of income or expenditure Richest 10%,..
,Central African Republic,,Share of income or expenditure Richest 10%,47.7
,Mozambique,,Share of income or expenditure Richest 10%,39.4
,Mali,,Share of income or expenditure Richest 10%,30.2
,Niger,,Share of income or expenditure Richest 10%,35.4
,Guinea-Bissau,,Share of income or expenditure Richest 10%,39.3
,Burkina Faso,,Share of income or expenditure Richest 10%,32.2
,Sierra Leone,,Share of income or expenditure Richest 10%,43.6
,Iceland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Norway,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.1
,Australia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.5
,Canada,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.4
,Ireland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.4
,Sweden,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.2
,Switzerland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.0
,Japan,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,4.5
,Netherlands,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.2
,France,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.1
,Finland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,5.6
,United States,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,15.9
,Spain,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,10.3
,Denmark,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.1
,Austria,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.9
,United Kingdom,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,13.8
,Belgium,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.2
,Luxembourg,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,New Zealand,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.5
,Italy,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,11.6
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,17.8
,Germany,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.9
,Israel,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,13.4
,Greece,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,10.2
,Singapore,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,17.7
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.8
,Slovenia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,5.9
,Cyprus,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Portugal,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,15.0
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Barbados,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,5.2
,Kuwait,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Malta,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Qatar,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Hungary,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,5.5
,Poland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.8
,Argentina,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,40.9
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Chile,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,33.0
,Bahrain,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.7
,Lithuania,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,10.4
,Estonia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,10.8
,Latvia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,11.6
,Uruguay,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,17.9
,Croatia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.3
,Costa Rica,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,37.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Cuba,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Mexico,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,24.6
,Bulgaria,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Tonga,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Oman,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.9
,Romania,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.5
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Panama,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,57.5
,Malaysia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,22.1
,Belarus,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.9
,Mauritius,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,5.4
,Russian Federation,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.7
,Albania,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.2
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.5
,Brazil,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,51.3
,Dominica,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.5
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,48.3
,Colombia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,63.8
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,5.9
,Samoa,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.6
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,28.5
,Belize,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,China,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,21.6
,Grenada,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,16.8
,Suriname,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,11.3
,Peru,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,30.4
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,44.9
,Philippines,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,15.5
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,13.4
,Fiji,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,17.2
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,65.4
,Georgia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,15.4
,Guyana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.7
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,11.1
,Maldives,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,17.3
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,57.5
,Algeria,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.6
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.9
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.8
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.3
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,15.5
,Moldova,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.2
,Egypt,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.0
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,10.6
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.2
,Honduras,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,34.2
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.4
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,168.1
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,48.2
,Gabon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,33.1
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.8
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,43.0
,Namibia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,128.8
,Morocco,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,11.7
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,India,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.6
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.3
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.2
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,14.1
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,6.5
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.0
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,105.0
,Congo,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,7.5
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,25.1
,Nepal,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,15.8
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,19.2
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,15.7
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,23.8
,Haiti,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,71.7
,Sudan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Kenya,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,13.6
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,22.0
,Togo,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Yemen,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,8.6
,Uganda,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,16.6
,Gambia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,20.2
,Senegal,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,12.3
,Eritrea,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Nigeria,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,17.8
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.2
,Guinea,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,10.5
,Rwanda,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,18.6
,Angola,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,..
,Benin,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,9.4
,Malawi,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,10.9
,Zambia,LOW HUMAN DEVELOPMENT,Inequality measures Richest 10% to poorest 10%,32.3
,Côte d'Ivoire,,Inequality measures Richest 10% to poorest 10%,16.6
,Burundi,,Inequality measures Richest 10% to poorest 10%,19.3
,Congo (Democratic Republic of the),,Inequality measures Richest 10% to poorest 10%,..
,Ethiopia,,Inequality measures Richest 10% to poorest 10%,6.6
,Chad,,Inequality measures Richest 10% to poorest 10%,..
,Central African Republic,,Inequality measures Richest 10% to poorest 10%,69.2
,Mozambique,,Inequality measures Richest 10% to poorest 10%,18.8
,Mali,,Inequality measures Richest 10% to poorest 10%,12.5
,Niger,,Inequality measures Richest 10% to poorest 10%,46.0
,Guinea-Bissau,,Inequality measures Richest 10% to poorest 10%,19.0
,Burkina Faso,,Inequality measures Richest 10% to poorest 10%,11.6
,Sierra Leone,,Inequality measures Richest 10% to poorest 10%,87.2
,Iceland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Norway,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,3.9
,Australia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.0
,Canada,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.5
,Ireland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.6
,Sweden,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.0
,Switzerland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.5
,Japan,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,3.4
,Netherlands,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.1
,France,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.6
,Finland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,3.8
,United States,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,8.4
,Spain,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.0
,Denmark,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.3
,Austria,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.4
,United Kingdom,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.2
,Belgium,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.9
,Luxembourg,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,New Zealand,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.8
,Italy,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.5
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.7
,Germany,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.3
,Israel,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.9
,Greece,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.2
,Singapore,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.7
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.7
,Slovenia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,3.9
,Cyprus,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Portugal,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,8.0
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Barbados,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,3.5
,Kuwait,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Malta,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Qatar,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Hungary,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,3.8
,Poland,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.6
,Argentina,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,17.8
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Chile,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,15.7
,Bahrain,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.0
,Lithuania,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.3
,Estonia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.4
,Latvia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.8
,Uruguay,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,10.2
,Croatia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.8
,Costa Rica,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,15.6
,Bahamas,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Cuba,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Mexico,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,12.8
